County,Year,DiabetesRate,PerCapitaIncome,PhysicianDensity,ObesityRate,InactivityRate,PopulationDensity
BLECKLEY,2020,0.06157047083301225,39434,5.394158896509209e-4,0.19079910611081144,0.16937658935038916,59.22866271109083
BRANTLEY,2013,0.06314235731467308,23483,1.6400612289525475e-4,0.18838836649901597,0.17182374808659523,40.903398926654745
BRANTLEY,2015,0.06215117854240043,25922,1.083717149823896e-4,0.15925223516662151,0.15703061500948254,41.26788908765653
BRANTLEY,2017,0.06006086167316214,27096,1.6016229779509903e-4,0.1594148737387219,0.11019166088302813,41.8850626118068
BRANTLEY,2020,0.07475331921268792,32305,1.0332179573280984e-4,0.20561037350829156,0.19347006250968643,43.28488372093023
BROOKS,2013,0.09590100541376644,29275,2.577984016499098e-4,0.194251095643207,0.19534673885021914,31.16914423463238
BROOKS,2015,0.0839826286882105,31129,3.8319070123898327e-4,0.1806744156341806,0.18029122493294164,31.454399357171553
BROOKS,2017,0.07185475075383332,32301,1.9246808237633926e-4,0.17411945852312824,0.14813626740232244,31.31177179590197
BROOKS,2020,0.08934016739116331,37748,1.297605917082982e-4,0.20145331862713295,0.17011613572957893,30.962233828846927
BRYAN,2013,0.058388877160177335,43312,4.222336158277287e-4,0.15260729257773623,0.15713122417589045,72.95269526952696
BRYAN,2015,0.05876995759455844,46043,5.97660585707374e-4,0.1387141759398924,0.139937957139198,77.30913091309131
BRYAN,2017,0.05534268753372909,46815,3.237992444684296e-4,0.17352941176470588,0.11386940097139774,81.54015401540154
BRYAN,2020,0.055866052428501276,51941,5.846175432032365e-4,0.18240067347940978,0.12022075158431354,94.08800880088009
BULLOCH,2013,0.07565928047855759,27736,5.336029432414975e-4,0.21599685455107143,0.17346308310163733,103.4185303514377
BULLOCH,2015,0.07158882878418742,29748,5.781062889705579e-4,0.17676288007047392,0.15998403325487606,105.50537322102817
BULLOCH,2017,0.06853668465771054,31031,5.646823989809452e-4,0.19914903675688453,0.16291743818040946,110.58524542550101
BULLOCH,2020,0.07312070192079677,35955,6.165520512212473e-4,0.23174057386767843,0.1648802466208205,122.48039500435667
BURKE,2013,0.08092309034594075,28821,5.671159970335471e-4,0.17663482092221786,0.15185621428259827,27.452694610778444
BURKE,2015,0.0652451088151242,31628,4.836227742360958e-4,0.16223345790283578,0.14214112991866346,27.239520958083833
BURKE,2017,0.06264985347660065,32427,4.440103010389841e-4,0.16082053103632005,0.1146434597282657,26.97245508982036
BURKE,2020,0.09496654842620449,39461,4.4901441336266893e-4,0.22069058416775178,0.18180593597054465,26.67185628742515
BUTTS,2013,0.05740336458199563,27802,4.280638671289756e-4,0.16758700398099396,0.1648902016180814,124.26063829787235
BUTTS,2015,0.0616284491162633,30233,5.933963463739245e-4,0.1532657991777222,0.1446615521553003,125.49468085106383
BUTTS,2017,0.06284550480069828,32430,3.7408038571844215e-4,0.17070534934951578,0.11991354586641174,127.97340425531915
BUTTS,2020,0.08628519527702089,37629,4.5413260672116256e-4,0.1738570996064184,0.13321223130487436,140.5531914893617
CALHOUN,2013,0.07818488425571056,23148,6.132147784761613e-4,0.1870305074352292,0.16664111605089682,23.00070521861777
CALHOUN,2015,0.07670936872974224,23630,3.086896125945362e-4,0.166383701188455,0.1305757061274888,22.845557122708037
CALHOUN,2017,0.07343144848954299,26298,6.196746707978311e-4,0.15801704105344694,0.12982184353214563,22.760930888575455
CALHOUN,2020,0.08343286128646989,32097,3.412386964681795e-4,0.14673263948131718,0.14536768469544448,20.666431593794073
CAMDEN,2013,0.06074675576967908,31019,6.410754526381226e-4,0.1999766881653586,0.15731603077162173,65.83450569126487
CAMDEN,2015,0.07696441595332233,32821,5.75793635561015e-4,0.18379332847107596,0.15532992975317647,66.63511958050901
CAMDEN,2017,0.08394917427041701,35547,5.655682075258276e-4,0.22030766910489405,0.1870522585023754,67.83987722215117
CAMDEN,2020,0.0706928178354734,39770,5.644137152532807e-4,0.24532594892055876,0.1628686327077748,72.5105512213838
CANDLER,2013,0.06336289658955838,26496,0.0010057602633263235,0.1522355307671208,0.1691505897412453,43.941341904379264
CANDLER,2015,0.06770163512768694,27873,7.348888480617307e-4,0.1489987139445159,0.12897299283483374,43.736440337484936
CANDLER,2017,0.06844493840881727,30878,4.6309159951838475e-4,0.15856256367509494,0.11558766323978883,43.378867014865406
CANDLER,2020,0.06927010692701069,36647,3.7192003719200374e-4,0.16132031613203163,0.1301720130172013,43.21012454801125
CARROLL,2013,0.06738462907747764,32039,5.874237906635219e-4,0.17186596057140313,0.17710827288505185,223.0150853513299
CARROLL,2015,0.07043520013968309,34807,5.674625692959099e-4,0.20477541577545944,0.18508009952420446,227.36204843191743
CARROLL,2017,0.0677010830815197,37493,5.602145791600176e-4,0.23899093470953722,0.19891861610022749,233.84676458912267
CARROLL,2020,0.08564146408349599,44781,5.968608346372861e-4,0.23100934006549337,0.1846235743898308,246.0936879714172
CATOOSA,2013,0.07360169037375021,30038,6.736996830549218e-4,0.1603864586363706,0.1861401601567883,401.9138461538462
CATOOSA,2015,0.07214231642694928,32134,5.601816805450416e-4,0.1899318697956094,0.17262679788039365,406.46153846153845
CATOOSA,2017,0.08607062359128474,33750,4.808414725770098e-4,0.1948610067618332,0.1584372652141247,409.53846153846155
CATOOSA,2020,0.0773021476904972,38879,5.884083553986466e-4,0.23383348043542218,0.21935863489261548,418.33846153846156
CHARLTON,2013,0.06088268577895134,21757,3.772161448509996e-4,0.18438325160316862,0.1949453036589966,16.941462167689163
CHARLTON,2015,0.06363285769379097,23076,3.0852294639413806e-4,0.16914770536058618,0.1477053605861936,16.570807770961146
CHARLTON,2017,0.06472670074714904,25349,6.291781360597719e-4,0.16893432953204876,0.12465591820684231,16.251278118609406
CHARLTON,2020,0.06583902915329892,29050,2.789789370902497e-4,0.20051611103361697,0.14451108941274934,18.325664621676893
CHATHAM,2013,0.07400676641502116,39996,8.511891507502675e-4,0.19908488187505835,0.17157387388034506,441.95873015873013
CHATHAM,2015,0.07314361783688092,42533,8.886379793417806e-4,0.22043100684425487,0.1689492465743877,455.48571428571427
CHATHAM,2017,0.06749718589608986,44388,9.363134722427806e-4,0.22060165025249484,0.1730424335888689,461.1126984126984
CHATHAM,2020,0.08419495237241256,51366,0.0011208519854599632,0.2351961318535788,0.18148490471033735,460.25079365079364
CHATTAHOOCHEE,2013,0.028811711571406322,27838,1.557389814670612e-4,0.13814047656128328,0.11275502258215231,51.12261146496815
CHATTAHOOCHEE,2015,0.029732582688247713,30536,4.398311048557354e-4,0.14505629838142153,0.09561928219563688,45.254777070063696
CHATTAHOOCHEE,2017,0.029391859228463695,33895,0.0021270424441651357,0.15024654355602823,0.09562022623996906,41.17436305732484
CHATTAHOOCHEE,2020,0.030900095477823106,34644,0,0.11717732835691347,0.08332610016491623,45.863853503184714
CHATTOOGA,2013,0.06488185217598855,26120,0.00023868247275041769,0.19198026891558598,0.16779377834354364,80.18500797448166
CHATTOOGA,2015,0.062194045421715756,27891,4.413770965412086e-4,0.17622983709172618,0.15873525399245647,79.49601275917065
CHATTOOGA,2017,0.06762212353653613,29514,3.2297133629390393e-4,0.16011303996770287,0.1447315300767057,79.01116427432217
CHATTOOGA,2020,0.08482844817159214,33447,2.4190622102165062e-4,0.25121961053098413,0.17993791073660445,79.11642743221691
CHEROKEE,2013,0.05714641102413974,41285,4.5311986353095874e-4,0.17296295967233213,0.1477392872691088,518.3191342390053
CHEROKEE,2015,0.05057227638830013,46018,5.129292072912251e-4,0.15809665112335736,0.14004239084357778,543.1729219433571
CHEROKEE,2017,0.07506472838314356,49713,4.927839465531378e-4,0.24189632956744073,0.16566022950806428,570.0506562284136
CHEROKEE,2020,0.07368962088114685,57355,5.512289052519451e-4,0.21516922354939272,0.14885415153580567,618.2155192263413
CLARKE,2013,0.05204304622108605,27185,0.0010390467158702017,0.16257782542365892,0.16209128767575146,1001.3625103220479
CLARKE,2015,0.052157983084769835,30043,0.0010894828588030214,0.15498095422557945,0.15024372135063593,1023.2204789430224
CLARKE,2017,0.05565699175218787,31887,0.001149027261852295,0.18727570358244663,0.1605332745702953,1049.2485549132948
CLARKE,2020,0.0658607817135148,37715,0.0013567688970312058,0.21420851314992678,0.13267206819105146,1077.2667217175888
CLAY,2013,0.08866995073891626,27513,3.284072249589491e-4,0.1619047619047619,0.15960591133004925,14.019337016574587
CLAY,2015,0.08595988538681948,28233,3.183699458771092e-4,0.16109519261381725,0.1308500477554919,14.46132596685083
CLAY,2017,0.07427413909520594,30883,3.3760972316002703e-4,0.17150573936529373,0.14145847400405132,13.637200736648252
CLAY,2020,0.09400146305779078,39165,3.65764447695684e-4,0.16715435259692757,0.15252377468910022,12.587476979742174
CLAYTON,2013,0.07667852547119824,24343,4.6173643176141094e-4,0.26288698811596395,0.17665960184694574,1829.7783933518006
CLAYTON,2015,0.07799821138508149,25775,4.2707743972550237e-4,0.22350751035754046,0.1905057399937946,1897.1952908587257
CLAYTON,2017,0.07342023404979081,26322,3.8225093195582723e-4,0.21776379697916556,0.22701847779963738,1974.7437673130194
CLAYTON,2020,0.08747075817598048,31757,4.055313130500647e-4,0.24001085885499407,0.2002553841822679,2066.3019390581717
CLINCH,2013,0.06210448859455482,30158,1.4716703458425313e-4,0.1576158940397351,0.14805003679175865,8.24635922330097
CLINCH,2015,0.060641230233570285,33185,2.901494269548818e-4,0.14696068475264762,0.12403888002321195,8.365291262135923
CLINCH,2017,0.055596848520885984,34809,4.459640255686041e-4,0.15058718596699866,0.107031366136465,8.16383495145631
CLINCH,2020,0.08604091456077016,41018,4.512635379061372e-4,0.1759927797833935,0.1466606498194946,8.067961165048544
COBB,2013,0.06281738451456378,45370,6.260544625552503e-4,0.16090994018321506,0.13063065575370544,2082.4332171893147
COBB,2015,0.054810652148694114,50014,6.258987177169805e-4,0.18721655825849076,0.13773009196934174,2152.5377468060396
COBB,2017,0.06451967174503873,55137,7.330427625920604e-4,0.21994723150654844,0.15958235087078598,2194.4076655052268
COBB,2020,0.06168560283124838,62551,8.499472199697247e-4,0.21841170506180665,0.1463640351276808,2230.7868757259002
COFFEE,2013,0.06304951411383619,26786,6.015733456732994e-4,0.1871355853771402,0.20407218880148079,71.71063547370167
COFFEE,2015,0.0762271504129164,29226,7.191240604992112e-4,0.16797346200241253,0.1733552936809873,71.5248050439688
COFFEE,2017,0.06483935462872553,31161,6.277026084530618e-4,0.16964244199562933,0.16678290789045427,71.36884021901443
COFFEE,2020,0.07982337733647532,35602,7.092360841016724e-4,0.18703241895261846,0.1881992267038825,72.5219844035175
COLQUITT,2013,0.06716369529983793,26829,6.050783360345759e-4,0.2018800648298217,0.21024311183144245,83.13869924541861
COLQUITT,2015,0.06949655352936043,29476,5.889538434691563e-4,0.1609152778989617,0.1773187330948434,82.36435501257635
COLQUITT,2017,0.08057161557761536,31960,5.890694883822407e-4,0.2041234864186757,0.15584160575979056,82.34818541142651
COLQUITT,2020,0.07616038352582262,37726,8.280671170189584e-4,0.19302680322510352,0.166179995641752,82.44699964067553
COLUMBIA,2013,0.06281384769894252,43112,5.169256217876765e-4,0.19787912802032256,0.15419891297926389,440.09099772505687
COLUMBIA,2015,0.0709049509899203,46501,5.900646988587455e-4,0.1725418598839308,0.13679088107072446,468.15729606759834
COLUMBIA,2017,0.06818886521219958,48800,7.38888632330336e-4,0.24990928822594158,0.17440410610968538,492.61943451413714
COLUMBIA,2020,0.0642578462602168,55580,6.173296787416352e-4,0.2270538558411734,0.1663765217176581,526.44783880403
COOK,2013,0.06650650416031877,27933,4.687683112621587e-4,0.1620180475799836,0.15275987343255595,73.18181818181819
COOK,2015,0.06855874795608502,29628,4.67180565288484e-4,0.1527096472786732,0.15557112824106517,73.43053173241853
COOK,2017,0.07883313075186664,30866,2.8940209527116977e-4,0.1880534815072061,0.1638015859234821,74.08662092624357
COOK,2020,0.10247309365697276,36499,3.434852301351042e-4,0.18525303411953287,0.19927868101671628,74.9056603773585
COWETA,2013,0.06810331881663914,38575,5.856735245532362e-4,0.16827601742003304,0.15677278870701306,298.609865470852
COWETA,2015,0.06410599088328144,42091,5.490258403346167e-4,0.16792244287602853,0.1420604361865821,310.3744394618834
COWETA,2017,0.07141858937630141,45969,5.380326173539975e-4,0.1905613706555613,0.1662940033819193,320.8834080717489
COWETA,2020,0.07418045866958464,53350,5.340940917469436e-4,0.2504445356312406,0.18265366603487243,344.23991031390136
CRAWFORD,2013,0.07325655790147152,28871,1.599488163787588e-4,0.16058861164427382,0.20969289827255277,38.29709035222052
CRAWFORD,2015,0.07144010332579916,31776,1.6144656118824668e-4,0.16168873103002906,0.15135615111398126,37.94180704441041
CRAWFORD,2017,0.0675884505896706,33640,1.6266775111834078e-4,0.16640910939406262,0.12135014233428223,37.65696784073507
CRAWFORD,2020,0.08354591836734694,37331,7.971938775510203e-5,0.16852678571428573,0.15449617346938777,38.41960183767228
CRISP,2013,0.06980630785053137,27202,8.141926636955776e-4,0.17012341446691806,0.17055193692149467,83.07582769668922
CRISP,2015,0.07722564573226695,30188,7.429745203443905e-4,0.16249289803767317,0.13932957475634805,81.45603417586331
CRISP,2017,0.08831808585503166,33420,9.236453201970443e-4,0.1903149190710767,0.1538969035890218,80.93983624065504
CRISP,2020,0.08015720683666941,41968,8.225939128050452e-4,0.1509916826615483,0.16287359473539895,77.8996084015664
DADE,2013,0.06360937783970437,28545,0.0013933482764887624,0.1838613921366693,0.15357121221300055,94.70453241537578
DADE,2015,0.06148548942449582,31735,2.4594195769798326e-4,0.16084604033448105,0.13901869158878505,93.31038439472174
DADE,2017,0.07061713233036537,33350,5.52655818237642e-4,0.19514891003991403,0.15603315934909426,93.43086632243258
DADE,2020,0.06354599219831383,37930,3.145841197936328e-4,0.14294702403422674,0.15100037750094375,91.18760757314973
DAWSON,2013,0.060345587587058096,35446,8.375209380234506e-4,0.16904698933262804,0.1380587146257604,105.8115671641791
DAWSON,2015,0.06280027453671928,39778,8.579272477693892e-4,0.15875943719972546,0.13362216884008235,108.73134328358209
DAWSON,2017,0.0717830920054145,43878,7.383403749128348e-4,0.202223224906682,0.1243693342630953,113.7080223880597
DAWSON,2020,0.07566797292483078,51885,7.125044531528322e-4,0.19226932668329177,0.14976843605272533,130.92350746268656
DECATUR,2013,0.06952008479842099,30233,6.944698271135641e-4,0.18257246244380276,0.16729412624730436,43.90083440308087
DECATUR,2015,0.07028777507911975,30597,6.991977625671597e-4,0.14734672849046884,0.15205711341723707,43.603979460847235
DECATUR,2017,0.08463093277436742,31292,0.0023955681988321606,0.18475819733493037,0.1276014373409193,42.869062901155324
DECATUR,2020,0.09034757922197499,37647,3.8364152535870483e-4,0.2383564797053633,0.20601549911762448,41.82605905006418
DEKALB,2013,0.07263857347127597,39353,0.001108868141419239,0.1979280567471332,0.15713124176409565,2631.2799704905938
DEKALB,2015,0.06996193889811954,44121,0.0011348930628640945,0.17074289228993933,0.14224129132868218,2710.700848395426
DEKALB,2017,0.06205219229130186,48721,0.0010660428833340193,0.19975360204340376,0.15508866210954353,2778.5060863150125
DEKALB,2020,0.08045917151751317,55996,0.00151286521308355,0.19651754572120836,0.14681953288659108,2833.1943932128365
DODGE,2013,0.09264407897837049,26413,6.597238584421093e-4,0.1877856839922718,0.2001790679044343,42.18048101769032
DODGE,2015,0.09237620917536635,27909,9.577626664112633e-4,0.1686141174217029,0.15985058902403984,41.50665871596104
DODGE,2017,0.07964302942595272,30017,6.271104679208876e-4,0.18297153883260975,0.15663289917993248,41.20453190220632
DODGE,2020,0.09679173463839043,34673,4.943398091848336e-4,0.2193385733353107,0.2267536704730832,40.208706022659506
DOOLY,2013,0.07270693512304251,24373,1.3982102908277405e-4,0.18092841163310963,0.16240212527964207,36.00302038761641
DOOLY,2015,0.08300676879230495,27786,7.125044531528322e-5,0.17848236551478447,0.1401496259351621,35.325950163604325
DOOLY,2017,0.0995850622406639,33217,7.279609812914028e-5,0.18533886583679116,0.13641988789400888,34.57588723886232
DOOLY,2020,0.09912170639899624,40575,2.3525721455457967e-4,0.19573400250941028,0.15581869510664995,32.096652403725145
DOUGHERTY,2013,0.07775710182964214,30531,0.001011089718078069,0.22128881670234163,0.19586098592003787,277.8511655708308
DOUGHERTY,2015,0.07376385056716156,32490,0.0011168046248850349,0.19181666885647966,0.16236368414137434,272.9587567244471
DOUGHERTY,2017,0.09661236620410717,33692,9.161806440079551e-4,0.23089986815937075,0.19560456749569843,267.489539748954
DOUGHERTY,2020,0.10710441334768568,40963,0.0013572331164880423,0.2757874292132728,0.17888566481022136,255.43335325762104
DOUGLAS,2013,0.07113265238783097,30953,4.2528541784292304e-4,0.19975216125649845,0.16435814898188136,678.1650919940329
DOUGLAS,2015,0.07878038555278435,32962,4.973957778204117e-4,0.16687628345874814,0.1773358061009145,699.8160119343611
DOUGLAS,2017,0.07458194909717686,34697,4.1700838186847555e-4,0.20942855951404624,0.1707301816766517,715.4748881153655
DOUGLAS,2020,0.08927984105355717,40654,5.235566951490459e-4,0.2206455856787107,0.17703599787892416,740.8304326205867
EARLY,2013,0.06402959590210586,31882,5.691519635742744e-4,0.16391576550939102,0.15016125972301272,20.41836141778036
EARLY,2015,0.07328605200945626,32520,3.782505910165485e-4,0.1548936170212766,0.1279432624113475,20.482277745496805
EARLY,2017,0.07022144522144522,33353,3.885003885003885e-4,0.16754079254079254,0.13053613053613053,19.941894247530506
EARLY,2020,0.07611522304460892,40613,6.00120024004801e-4,0.1347269453890778,0.1764352870574115,19.36471043966686
ECHOLS,2013,0.04806507271382795,24514,0,0.14246980527483363,0.12768055213211732,9.643451390539576
ECHOLS,2015,0.04801980198019802,26487,0,0.1438118811881188,0.1051980198019802,9.603042548134063
ECHOLS,2017,0.047002032520325206,28494,0,0.15853658536585366,0.10035569105691057,9.355835512241503
ECHOLS,2020,0.05749128919860627,33421,0,0.12319561971129915,0.11548033847685416,9.550748752079867
EFFINGHAM,2013,0.07306816512413691,35483,2.754517408550022e-4,0.1907595122667842,0.14027838989275745,112.76868916960034
EFFINGHAM,2015,0.07447553672118516,38021,2.9769201134731903e-4,0.1831331208629566,0.13180751584772177,118.25636777800787
EFFINGHAM,2017,0.06503617751992265,40675,2.5007502250675204e-4,0.19345803741122336,0.1665999799939982,124.21205218471734
EFFINGHAM,2020,0.07508183306055646,44578,2.3380874444704232e-4,0.2199994154781389,0.14784019172317045,141.71049906813005
ELBERT,2013,0.07051380172457779,29837,4.5920710240318386e-4,0.17286596254910966,0.17725394152762897,52.3757349011224
ELBERT,2015,0.06295186944846107,32113,5.680644494939062e-4,0.16355091923156373,0.14155133236934517,51.74772848743987
ELBERT,2017,0.0683970903762625,34374,5.233136218535768e-4,0.1602909623737506,0.12622324559108272,51.06627471940139
ELBERT,2020,0.06781146864686469,38764,4.1254125412541255e-4,0.1428424092409241,0.14707095709570958,51.822554783538216
EMANUEL,2013,0.0585122665850352,28048,3.935802685092054e-4,0.1715572659290681,0.18550749989067214,33.13097652854245
EMANUEL,2015,0.06464682050378721,29255,4.8441078034172977e-4,0.17531266514003876,0.16650519640655276,32.900608519269774
EMANUEL,2017,0.07221482467820683,31618,3.550821127385708e-4,0.16515756768752773,0.12316910785619174,32.64271225731672
EMANUEL,2020,0.08303995775391657,37954,5.280760429501848e-4,0.23737018130610807,0.14508889280056328,32.92379020573747
EVANS,2013,0.06618665189698145,29034,6.46173728422413e-4,0.16957444844456754,0.157574079202437,57.96147672552167
EVANS,2015,0.06544915175674423,32035,5.562250857513674e-4,0.15268378603875035,0.14128117178084731,57.71535580524344
EVANS,2017,0.05633410672853828,32831,7.424593967517402e-4,0.15424593967517403,0.12204176334106728,57.65115034777956
EVANS,2020,0.06904716802424701,36944,2.8414472437961733e-4,0.16584580412957,0.14462966470922523,56.49010165864098
FANNIN,2013,0.0710016835016835,28538,7.996632996632996e-4,0.1744949494949495,0.1880050505050505,60.56589344889115
FANNIN,2015,0.08908365222400527,32458,6.99502119079949e-4,0.1593630415998025,0.16479446981854093,61.950038236043845
FANNIN,2017,0.0943448384803728,36029,5.528789195166258e-4,0.20006318616223048,0.17083958613063738,64.54754014784604
FANNIN,2020,0.09548154274114729,42947,7.142320126306293e-4,0.17968573791444253,0.21956995714607924,67.81034922253377
FAYETTE,2013,0.07171134591427121,49915,9.228071794398561e-4,0.1968439994463157,0.13803349790061367,543.1829573934837
FAYETTE,2015,0.09272540058167893,55066,9.664541069783406e-4,0.19897212637968098,0.12156547500767743,554.9573934837093
FAYETTE,2017,0.07775280100223014,60008,0.0010573172573723445,0.15295560156020932,0.13129392531253053,564.155388471178
FAYETTE,2020,0.07864774467284283,68059,0.0011633775587890608,0.20656795065910472,0.14330074165319373,585.9699248120301
FLOYD,2013,0.09118043017710105,31802,0.0013045157115872303,0.185335156176621,0.19462330804312208,184.8042430086789
FLOYD,2015,0.09317748487109342,34748,0.0013470944209566442,0.1896812567354721,0.19269667578545968,186.1215043394407
FLOYD,2017,0.07471340907461096,36165,0.0012805671375738887,0.20310819255631934,0.17981211518957516,188.26036644165862
FLOYD,2020,0.10646204527650001,40944,0.0015467127332623586,0.24760460398127876,0.22477552578189341,192.02700096432017
FORSYTH,2013,0.06494204344822292,52719,5.11757631585681e-4,0.1640285560758425,0.12861492797011334,790.4733009708739
FORSYTH,2015,0.05866182133140022,58861,4.424820418192602e-4,0.17601370752878487,0.13499468080098664,859.3770226537217
FORSYTH,2017,0.05683717380147126,61424,6.623765720477087e-4,0.17560436378949584,0.1487759193216562,922.1966019417476
FORSYTH,2020,0.06814545735595316,69446,4.8305444989759245e-4,0.17860648452293543,0.11818216949414538,1046.8042071197412
FRANKLIN,2013,0.07419691944204644,30355,5.906674542232723e-4,0.1665227861329456,0.2190013176427825,82.64739016147202
FRANKLIN,2015,0.07328223746134194,35115,4.930303437766124e-4,0.16408946259692528,0.18026982206086684,83.78144949305295
FRANKLIN,2017,0.06292725679228747,35236,4.3821209465381246e-4,0.17090271691498685,0.1231375985977213,85.69282763800224
FRANKLIN,2020,0.06397264272905459,35942,4.1703156928979526e-4,0.16602026773426748,0.1311147253847116,90.04506196019527
FULTON,2013,0.055908149301071935,63333,0.0011978140655272364,0.1721337040901439,0.13832466552134376,1841.8656437125749
FULTON,2015,0.06406336276250245,73978,0.001292350197216994,0.19077998183189157,0.1353425123841981,1891.0217065868264
